md,rpm,wob,rop
441.0,16.323232323232343,41.87878787878821,218.18181818182003
442.0,16.311111111111135,38.60000000000044,225.06666666666734
443.0,16.31515151515153,45.21212121212136,192.12121212121946
444.0,16.31838383838385,47.03030303030314,248.84848484848524
445.0,16.32533333333334,47.06666666666687,180.40000000001137
446.0,16.30707070707073,48.969696969696976,196.60606060606187
447.0,16.33131313131314,54.24242424242431,198.1818181818195
448.0,16.33468013468014,51.575757575758026,250.66666666667095
449.0,16.307407407407407,47.86666666666683,253.33333333333502
450.0,16.327272727272735,51.21212121212127,254.30303030303295
451.0,16.290909090909103,54.06060606060673,237.93939393939436
452.0,16.33777777777779,47.03333333333342,230.13333333333367
453.0,16.31111111111111,51.03030303030318,245.81818181818343
454.0,16.327272727272735,48.66666666666667,241.4545454545563
455.0,16.33939393939395,47.21212121212136,224.727272727273
456.0,16.32000000000002,55.266666666666865,207.86666666666733
457.0,16.307070707070736,51.696969696970626,200.6060606060627
458.0,16.327272727272735,41.878787878787875,162.90909090909105
459.0,16.33939393939395,43.51515151515148,149.69696969697
460.0,16.31111111111114,48.66666666666687,183.33333333333607
461.0,16.31515151515154,49.03030303030321,186.18181818182032
462.0,16.33131313131314,54.45454545454561,204.1212121212113
463.0,16.32000000000002,51.6666666666674,204.8000000000004
464.0,16.323232323232343,61.212121212121524,213.2121212121245
465.0,16.323232323232343,49.93939393939506,196.3636363636369
466.0,16.323232323232336,47.81818181818215,181.4545454545459
467.0,16.32000000000002,51.26666666666699,117.6000000000018
468.0,16.323232323232343,51.45454545454557,169.57575757575816
469.0,16.33131313131314,51.39393939393947,163.0303030303065
470.0,16.302222222222248,48.433333333333536,180.13333333333586
471.0,16.33131313131314,59.454545454545524,160.9696969697027
472.0,16.33131313131315,55.515151515151885,184.48484848484887
473.0,16.31515151515154,50.545454545455065,152.72727272728667
474.0,16.302222222222237,39.61333333333374,167.3333333333336
475.0,16.33131313131315,42.109090909090774,109.33333333334922
476.0,16.24646464646466,48.545454545454575,190.303030303045
477.0,16.12888888888891,45.20000000000065,224.26666666668962
478.0,16.151226551226557,55.87878787878803,209.33333333333584
479.0,16.13968253968254,55.272727272727714,244.60606060606105
480.0,16.12929292929293,50.18181818181856,233.5757575757615
481.0,16.147008547008546,55.800000000001106,239.33333333333522
482.0,16.14514374514374,56.121212121212054,232.60606060606452
483.0,16.149494949494958,50.96969696969774,254.1818181818204
484.0,16.13333333333336,54.000000000000774,216.53333333333708
485.0,16.121212121212146,51.75757575757612,260.96969696969757
486.0,16.05656565656565,63.363636363636175,238.54545454545766
487.0,16.056565656565663,54.90909090909136,220.9696969696997
488.0,16.0888888888889,49.133333333333695,203.46666666667366
489.0,16.14545454545456,45.69696969696988,146.90909090909133
490.0,16.14545454545456,46.16161616161623,188.4848484848549
491.0,16.13333333333336,44.48888888888903,176.4000000000012
492.0,16.105050505050542,50.00000000000045,192.48484848484998
493.0,16.024242424242438,48.90909090909117,190.90909090908974
494.0,16.02424242424246,55.064935064935185,153.09090909091475
495.0,15.973333333333349,61.56190476190485,149.06666666666715
496.0,15.967676767676789,54.242424242424796,162.78787878787938
497.0,15.967676767676789,50.84848484848496,170.66666666666762
498.0,15.962222222222238,48.400000000000205,169.06666666666692
499.0,15.96565656565658,50.42424242424275,187.87878787878907
500.0,15.967676767676789,49.272727272727344,209.69696969696997
501.0,15.983838383838412,55.57575757575784,193.2121212121221
502.0,16.06222222222226,52.920000000000286,205.066666666667
503.0,15.95959595959598,51.89090909090922,225.09090909091248
504.0,16.09696969696972,52.54545454545469,208.96969696969728
505.0,16.106666666666708,52.26666666666712,190.66666666667476
506.0,16.153535353535368,49.151515151515305,190.42424242424286
507.0,16.040404040404056,48.636363636363924,192.36363636363652
508.0,15.95151515151518,51.39393939393983,215.27272727272774
509.0,15.955555555555577,46.20000000000032,178.66666666667606
510.0,15.991919191919196,47.15151515151522,206.78787878787895
511.0,15.967676767676785,54.63636363636392,229.4545454545462
512.0,15.973333333333366,49.866666666667314,208.5333333333353
513.0,15.991919191919193,60.06060606060614,212.60606060605926
514.0,16.024242424242445,48.42424242424324,190.90909090909136
515.0,16.036363636363674,52.66666666666665,189.09090909092728
516.0,15.7155555555556,54.266666666666666,98.93333333333399
517.0,16.024242424242434,44.727272727273174,136.2424242424245
518.0,16.153535353535382,36.484848484848925,132.48484848484938
519.0,16.146666666666682,37.333333333333414,139.73333333333366
520.0,16.21010101010102,33.757575757575836,142.06060606060666
521.0,16.240404040404062,35.33333333333348,182.3030303030306
522.0,16.224242424242433,38.06060606060665,205.93939393940798
523.0,16.25777777777778,32.86666666666666,178.4
524.0,16.25050505050506,42.727272727273025,184.36363636363652
525.0,16.24242424242427,53.8787878787881,190.9090909090918
526.0,16.24888888888891,49.06666666666723,199.86666666666832
527.0,16.250505050505065,57.33333333333363,180.84848484848916
528.0,16.24242424242427,47.939393939394975,165.0909090909153
529.0,16.24242424242427,42.96969696969727,215.63636363636408
530.0,16.24888888888891,45.466666666666995,199.60000000000048
531.0,16.23869463869464,41.9090909090911,225.9393939394022
532.0,16.173426573426603,43.45454545454567,218.18181818182322
533.0,16.213333333333356,52.733333333333654,203.33333333334127
534.0,16.25050505050507,44.78787878787931,163.87878787878847
535.0,16.242424242424256,40.666666666666984,208.48484848484878
536.0,16.185858585858632,43.515151515151814,192.2424242424284
537.0,16.213333333333356,42.3333333333339,176.53333333334243
538.0,16.258585858585867,35.93939393939401,157.57575757575995
539.0,16.230303030303062,34.18181818181848,173.81818181818255
540.0,16.24888888888891,36.866666666666745,175.46666666666732
541.0,16.258585858585867,36.4545454545456,172.8484848484859
542.0,16.23507805325989,52.06060606060725,211.51515151515213
543.0,16.169696969696968,46.24242424242446,244.36363636363757
544.0,16.176969696969703,48.53333333333406,209.6000000000003
545.0,16.19393939393942,49.03030303030391,186.303030303034
546.0,16.153535353535382,62.09090909090974,188.7272727272736
547.0,16.23111111111114,51.133333333333695,164.40000000000404
548.0,16.258585858585867,55.69696969696985,153.45454545454575
549.0,16.202020202020222,47.757575757576205,154.4242424242436
550.0,16.16161616161618,37.45454545454619,171.3939393939397
551.0,16.15111111111113,39.39999999999992,203.60000000000048
552.0,16.185858585858604,47.03030303030318,226.30303030303205
553.0,16.25050505050507,48.00000000000014,218.3030303030306
554.0,16.24888888888891,47.866666666666944,128.80000000000877
555.0,16.16161616161618,39.87878787878834,101.81818181818242
556.0,17.26060606060615,38.15584415584422,61.81818181819969
557.0,19.765656565656585,42.57142857142856,148.84848484848544
558.0,19.93777777777779,39.60000000000024,142.266666666667
559.0,17.272727272727526,41.27272727272727,116.72727272728277
560.0,16.193939393939424,49.272727272728005,152.96969696969919
561.0,16.168888888888898,40.466666666667074,127.60000000000032
562.0,16.16161616161618,35.45454545454575,160.72727272727894
563.0,16.14545454545457,35.575757575757784,117.57575757577115
564.0,14.755555555555999,32.78787878787893,145.81818181818213
565.0,10.826666666666666,34.666666666666664,147.46666666666667
566.0,10.577777777777818,40.121212121212345,105.4545454545518
567.0,10.557575757575767,43.15151515151545,130.30303030303295
568.0,10.595555555555567,36.40000000000008,142.266666666667
569.0,10.585858585858604,44.484848484848634,137.21212121212182
570.0,10.65050505050509,44.84848484848499,125.09090909092046
571.0,10.60202020202022,45.63636363636419,102.18181818182289
572.0,10.555555555555568,45.33333333333382,179.33333333333366
573.0,10.567676767676817,59.39393939394065,185.81818181819068
574.0,10.547474747474755,52.30303030303067,156.72727272727553
575.0,10.546666666666685,48.13333333333365,167.7333333333337
576.0,10.549494949494967,56.24242424242454,161.57575757575952
577.0,10.585858585858604,67.45454545454545,113.69696969697708
578.0,10.553535353535361,70.00000000000006,89.090909090924
579.0,10.457777777777796,69.33333333333346,210.00000000000063
580.0,10.464646464646485,70.54545454545469,237.93939393939615
581.0,10.472727272727294,73.4545454545456,257.454545454546
582.0,10.46984126984127,77.23333333333332,284.0
583.0,10.465800865800874,82.30303030303035,264.96969696969785
584.0,10.470033670033674,79.69696969697007,228.60606060607185
585.0,10.430976430976472,71.7575757575782,261.69696969697105
586.0,10.471111111111133,64.06666666666764,248.66666666667658
587.0,10.444444444444477,77.51515151515189,204.72727272727795
588.0,10.472727272727294,89.9393939393941,168.72727272727658
589.0,10.471919191919191,87.03030303030266,144.6060606060603
590.0,10.45422222222222,83.23333333333333,175.86666666666667
591.0,10.464646464646485,93.33333333333353,174.0606060606081
592.0,10.456565656565697,90.84848484848551,164.24242424242513
593.0,10.50222222222225,85.73333333333399,97.60000000001511
594.0,10.522222222222222,79.66666666666704,148.96969696972727
595.0,10.439393939393954,78.57575757575746,187.15151515152908
596.0,10.480808080808092,94.96969696969755,137.8181818181821
597.0,10.533333333333335,85.4,88.66666666666667
598.0,10.602020202020201,70.19696969696967,76.84848484848486
599.0,10.521212121212141,72.92424242424244,176.84848484848544
600.0,10.457777777777801,76.80000000000317,269.0666666666683
601.0,10.427474747474793,79.87878787878921,248.72727272731436
602.0,10.458720538720543,77.93939393939387,197.57575757577206
603.0,10.538451178451181,82.48484848484848,102.18181818181819
604.0,10.535111111111116,48.00000000000374,79.73333333333399
605.0,10.565656565656562,46.15151515151552,139.51515151514045
606.0,10.573737373737375,62.72727272727273,161.33333333333334
607.0,10.566837606837641,71.41666666666707,155.20000000000098
608.0,10.52307692307693,76.25757575757642,157.5757575757614
609.0,10.48888888888893,69.39393939393976,151.7575757575775
610.0,10.470707070707093,71.57575757575772,128.48484848484907
611.0,10.451111111111128,83.11666666666699,93.73333333334536
612.0,10.554882154882165,91.56060606060613,150.06060606060635
613.0,10.540067340067331,71.93939393939387,148.72727272727244
614.0,10.488888888888912,64.53333333333373,98.66666666666733
615.0,10.470033670033693,63.530303030303365,80.9696969696983
616.0,10.451178451178489,53.77272727272813,88.1212121212161
617.0,10.456565656565697,43.15151515151544,114.42424242424362
618.0,10.45333333333338,44.066666666667075,108.53333333333919
619.0,10.466666666666688,50.43434343434373,69.45454545454605
620.0,10.470707070707071,74.44444444444444,49.81818181818182
621.0,10.426666666666668,94.33333333333334,73.33333333333333
622.0,10.391919191919202,95.75757575757584,76.96969696969713
623.0,10.373063973064005,93.39393939393976,79.2727272727286
624.0,10.338047138047175,79.18181818182143,142.78787878788825
625.0,10.435555555555611,67.33333333333422,190.5333333333436
